listener_artist,chart_appearances,match_type,match_score,mbid,artist_mb,matched_name,Simplified_Genres
Lari White,12,exact_text,1.0,20291e0d-22d9-4a3c-ac0b-1f3b3ce009a3,Lari White,Lari White,Country
Trina & Tamara,12,exact_text,1.0,c7417e39-a0a8-47a9-b51e-51c44b7153fb,Trina & Tamara,Trina & Tamara,Hip-Hop
Coko,12,exact_text,1.0,0e340cd1-7d5d-494f-847a-9397367d2ba2,Coko,Coko,"Hip-Hop, R&B"
Beth Hart,12,exact_text,1.0,3fe817fc-966e-4ece-b00a-76be43e7e73c,Beth Hart,Beth Hart,"Jazz, R&B, Rock"
Bloodhound Gang,12,exact_text,1.0,b2dbfc09-b332-408b-a235-1850e41971c5,Bloodhound Gang,Bloodhound Gang,Rock
Project Pat,12,exact_text,1.0,8b8985eb-f71f-4229-9f11-171a7aac98c1,Project Pat,Project Pat,Hip-Hop
Sum 41,12,exact_text,1.0,f2eef649-a6d5-4114-afba-e50ab26254d2,Sum 41,Sum 41,Rock
Method Man & Redman,12,exact_text,1.0,c03e2388-9e1b-4b78-8194-28c0d6ca19a0,Method Man & Redman,Method Man & Redman,Hip-Hop
Isyss,12,exact_text,1.0,9a4a3b85-8a85-4924-872f-24b8bf2feb26,Isyss,Isyss,"Hip-Hop, Pop, R&B"
Dwele,12,exact_text,1.0,808c1fbb-ccfb-4b15-a541-72bec155e696,Dwele,Dwele,R&B
Mannie Fresh,12,exact_text,1.0,34dc70df-8b2c-4bb0-a132-0958671a509c,Mannie Fresh,Mannie Fresh,Hip-Hop
Paris Hilton,12,exact_text,1.0,0d9ff9c7-394e-4228-93aa-c4afd4765324,Paris Hilton,Paris Hilton,Electronic
Jessie James,12,fuzzy,0.9167,80667aa7-9cb7-483b-9dc8-016a9cf60a43,Jesse Jaymes,Jesse Jaymes,"Country, Pop"
Roscoe Dash Featuring Soulja Boy Tell'em,12,exact_text,1.0,2d79c678-e9e6-4456-a941-8ca436747a43,Roscoe Dash,Roscoe Dash,Hip-Hop
Sunny Sweeney,12,exact_text,1.0,8582240e-2992-4d9f-aff8-ef03b5eeeedf,Sunny Sweeney,Sunny Sweeney,Country
Nicole Scherzinger Featuring 50 Cent,12,exact_text,1.0,0f7534a6-dc5f-46ca-a2e0-13d214cdd52b,Nicole Scherzinger,Nicole Scherzinger,"Electronic, Hip-Hop, Pop, R&B"
Michel Telo,12,exact_text,1.0,6d00cc0d-2027-41d4-be9f-13770037354b,Michel Teló,Michel Teló,Country
Bella Poarch,12,exact_text,1.0,6e29613f-68dd-4a24-add2-9a9962de2523,Bella Poarch,Bella Poarch,"Electronic, Pop"
Sophie Ellis-Bextor,12,fuzzy,0.973,c4b87e45-c07a-460f-9c58-8d15328e2964,Sophie Ellis‐Bextor,Sophie Ellis‐Bextor,"Electronic, Pop"
Imogen Heap,12,exact_text,1.0,328d146c-79f1-4eb6-9e40-8ee5710c14e5,Imogen Heap,Imogen Heap,"Electronic, Pop, Rock"
Bobby Marchan,11,exact_text,1.0,ca7129b1-b2b8-40da-89ea-a2b6aeabb87b,Bobby Marchan,Bobby Marchan,"R&B, Rock"
Lonnie Donegan And His Skiffle Group,11,exact_text,1.0,032a670a-59fc-4b04-aec6-67255e7a915c,Lonnie Donegan & His Skiffle Group,Lonnie Donegan & His Skiffle Group,"Country, Jazz, Pop"
Duals,11,exact_normalized,1.0,62c98db5-d59c-4395-b8a8-7481715ae40f,The Duals,The Duals,Rock
Dick Dale and The Del-Tones,11,fuzzy,0.9057,820263ae-ab51-426d-85e9-bed5a74f00e1,Dick Dale and His Del‐Tones,Dick Dale and His Del‐Tones,Rock
Mel Torme,11,exact_text,1.0,4439c2fd-a754-4f6a-b3a6-791b47726156,Mel Tormé,Mel Tormé,"Jazz, Pop"
Tommy McLain,11,exact_text,1.0,ddf2b13b-6739-4eed-8c0f-b5cfe2a3e8c4,Tommy McLain,Tommy McLain,R&B
Potliquor,11,exact_text,1.0,01d09ead-4643-4ddd-a939-3e870887a07c,Potliquor,Potliquor,Rock
Lyn Collins,11,exact_text,1.0,dba14974-c3a7-43db-8de4-cfa996c1b05c,Lyn Collins,Lyn Collins,R&B
Demis Roussos,11,exact_text,1.0,b3fa1a75-d947-4f32-9f5d-dc72d7438afa,Demis Roussos,Demis Roussos,"Country, Pop, Rock"
Desmond Child And Rouge,11,exact_text,1.0,de28a646-be9a-4fed-862e-1a60e41c2f0c,Desmond Child & Rouge,Desmond Child & Rouge,"Pop, R&B, Rock"
Herman Brood,11,exact_text,1.0,b6a8f165-b329-433e-8904-06aec124266f,Herman Brood,Herman Brood,Rock
Rodney Crowell,11,exact_text,1.0,a201fa9d-5896-423d-b629-327228c62a7c,Rodney Crowell,Rodney Crowell,Country
Split Enz,11,exact_text,1.0,2bbdc83c-3d4d-44f4-8e26-6bc748d358dd,Split Enz,Split Enz,"Pop, Rock"
Marshall Crenshaw,11,exact_text,1.0,3a389027-814a-4f99-8f12-44e5276595cf,Marshall Crenshaw,Marshall Crenshaw,"Country, Pop, Rock"
Afrika Bambaataa & The Soul Sonic Force,11,fuzzy,0.9351,3c92c119-b8fb-414c-bb09-9bfbfc189432,Afrika Bambaataa & Soulsonic Force,Afrika Bambaataa & Soulsonic Force,"Electronic, Hip-Hop"
Josie Cotton,11,exact_text,1.0,aa0e428a-6e55-4079-bbcb-c5aa73f1f902,Josie Cotton,Josie Cotton,"Pop, Rock"
Belouis Some,11,exact_text,1.0,05ee3560-9587-4eed-bc09-bec3bdeaced2,Belouis Some,Belouis Some,"Pop, Rock"
Yello,11,exact_text,1.0,c616aef1-e21f-46f8-864f-b7bad96f41b2,Yello,Yello,"Electronic, Pop, Rock"
Indigo Girls,11,exact_text,1.0,00c49f40-d715-4b79-b223-432048602cce,Indigo Girls,Indigo Girls,Country
Marcia Griffiths,11,exact_text,1.0,f7fb3771-3dc1-4b7b-b144-7f0a43fa1422,Marcia Griffiths,Marcia Griffiths,Country
Sydney Youngblood,11,exact_text,1.0,deee48aa-f583-4a33-8fe2-3d9690c0adf3,Sydney Youngblood,Sydney Youngblood,Electronic
Daisy Dee,11,exact_text,1.0,2519503f-2327-4452-890a-9f9302361eb2,Daisy Dee,Daisy Dee,"Electronic, Hip-Hop, Pop"
Dr. Alban,11,exact_text,1.0,85a3072a-08eb-43a4-a57d-f7084503ee4c,Dr. Alban,Dr. Alban,"Country, Hip-Hop, Pop"
Jill Sobule,11,exact_text,1.0,2b2df5fd-7d41-4d78-a456-62c738bb4d9c,Jill Sobule,Jill Sobule,Country
Yaki-Da,11,exact_text,1.0,c3353d27-ad89-4aa3-8d0a-64ca631fae84,Yaki-Da,Yaki-Da,Pop
Tim Rushlow,11,exact_text,1.0,30c01706-b4ae-4fe0-9d38-1f54f01e6c36,Tim Rushlow,Tim Rushlow,"Country, Jazz"
X-Ecutioners,11,fuzzy,0.9565,9bb0ae46-c22c-499f-915f-9b4fc8d4f767,X‐Ecutioners,X‐Ecutioners,Hip-Hop
Soluna,11,exact_text,1.0,810a0d6d-564c-425b-84b9-f906e37bd0b4,Soluna,Soluna,"Hip-Hop, Pop"
Jermaine Dupri,11,exact_text,1.0,fb75bc76-a50b-4d3a-b060-63092a4c6bbf,Jermaine Dupri,Jermaine Dupri,"Hip-Hop, R&B"
Romeo Santos Featuring Drake,11,exact_text,1.0,35f343df-3b87-4475-b0e4-d2ba5cc26eea,Romeo Santos,Romeo Santos,"Country, Pop"
Dawin,11,exact_text,1.0,6d670145-5d7b-4154-b66d-34bbe644476d,Dawin,Dawin,"Electronic, Hip-Hop, Pop, R&B"
Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,11,exact_text,1.0,410bbb19-8309-4a0b-9f87-3d65bde4a826,Nipsey Hussle,Nipsey Hussle,Hip-Hop
Jody Reynolds,10,exact_text,1.0,2ec1b269-51b4-4876-b0d0-17c0374f9d93,Jody Reynolds,Jody Reynolds,Rock
Sammy Kaye And His Orchestra,10,exact_text,1.0,65e3ba0c-0191-4f35-9d38-6209c493ee19,Sammy Kaye and His Orchestra,Sammy Kaye and His Orchestra,Jazz
Jack Nitzsche,10,exact_text,1.0,28a20b09-5ef7-4f81-878a-a5d8aef5ab1c,Jack Nitzsche,Jack Nitzsche,"Electronic, Pop, Rock"
Boots Randolph,10,exact_text,1.0,7b10ba94-21c3-4abb-802c-fe4984817504,Boots Randolph,Boots Randolph,Country
Vic Damone,10,exact_text,1.0,423066e2-4dcb-4014-b824-cc55933f0bf0,Vic Damone,Vic Damone,"Jazz, Pop"
Napoleon XIV,10,exact_text,1.0,21e08280-f2fe-4abf-93f9-a71a673ada9e,Napoleon XIV,Napoleon XIV,Pop
Terry Knight and The Pack,10,exact_text,1.0,6a5accb4-39d0-46b7-802d-166a30d32729,Terry Knight & The Pack,Terry Knight & The Pack,"Pop, Rock"
Desmond Dekker And The Aces,10,exact_text,1.0,ba971bf0-8316-4d0d-820b-57f4882c497f,Desmond Dekker & the Aces,Desmond Dekker & the Aces,Country
Thunderclap Newman,10,exact_text,1.0,e5ef73d3-58ce-4a71-bbf7-72cf5cb2393a,Thunderclap Newman,Thunderclap Newman,"Pop, Rock"
Kiki Dee,10,exact_text,1.0,ccb4d559-44f9-4927-9cf3-cd1530cc5bcc,Kiki Dee,Kiki Dee,"Pop, R&B"
The Rubettes,10,exact_text,1.0,af64d87b-4114-48e8-8c9a-b61b314a4bd4,The Rubettes,The Rubettes,"Pop, Rock"
Plastic Bertrand,10,exact_text,1.0,39cf1c51-8e6a-4d7a-a1f5-9ea212e66699,Plastic Bertrand,Plastic Bertrand,Rock
McGuffey Lane,10,exact_text,1.0,c0171478-1e95-4b19-98d6-b4cc6770365f,McGuffey Lane,McGuffey Lane,Country
Yoko Ono,10,exact_text,1.0,b0b33754-a664-43b7-ba00-be0dc4ec2396,Yoko Ono,Yoko Ono,"Electronic, Pop, Rock"
Jocelyn Brown,10,exact_text,1.0,6a628a50-1c5c-4d29-a13a-79a73eb012d9,Jocelyn Brown,Jocelyn Brown,"Electronic, R&B"
Barry Gibb,10,exact_text,1.0,b02e4ca5-312a-4d2e-b087-30db9d5ec579,Barry Gibb,Barry Gibb,"Country, Pop, R&B, Rock"
Freddie Mercury,10,exact_text,1.0,022589ac-7177-460d-a178-9976cf70e29f,Freddie Mercury,Freddie Mercury,"Pop, Rock"
Y&T,10,exact_text,1.0,e773e9a3-cadd-41d2-a7e9-4ca097ae5a3f,Y&T,Y&T,Rock
Howard Hewett,10,exact_text,1.0,767a8acd-5a6d-4c6e-b8a3-337c311b2b77,Howard Hewett,Howard Hewett,"Jazz, R&B"
Taja Sevelle,10,exact_text,1.0,6a274d5c-562f-4f13-bd67-eb2daa3a68d0,Taja Sevelle,Taja Sevelle,"Pop, R&B"
Soulsister,10,exact_text,1.0,217351e4-a130-49f1-aab9-99b53bf4fe9e,Soulsister,Soulsister,"Pop, R&B"
Joan Jett,10,exact_text,1.0,f376828a-b438-4fda-bb2e-dcd5fbe81f83,Joan Jett,Joan Jett,Rock
Caron Wheeler,10,exact_text,1.0,e24587e5-c4c8-4a81-a0cd-6850190f4b94,Caron Wheeler,Caron Wheeler,"Country, Pop, R&B"
Happy Mondays,10,exact_text,1.0,01f4fb92-6bf0-4de5-83dc-3fe194e763bf,Happy Mondays,Happy Mondays,Rock
MC Serch,10,exact_text,1.0,356dd158-c6db-49b4-8079-6ba807710f82,MC Serch,MC Serch,Hip-Hop
Natalie Imbruglia,10,exact_text,1.0,60530915-9371-4b16-bc31-5c4456317ae0,Natalie Imbruglia,Natalie Imbruglia,Pop
Sherrie Austin,10,exact_text,1.0,caa9d00a-8a58-45bb-ae2f-3d4167dbfa72,Sherrié Austin,Sherrié Austin,Country
Kumbia Kings Featuring A.B. Quintanilla,10,exact_text,1.0,0fea436e-be7f-49b8-aec0-1f044e8eeb27,Kumbia Kings,Kumbia Kings,"Country, Hip-Hop, Pop, R&B"
Afroman,10,exact_text,1.0,8c332797-2784-45a7-9b5c-3b86f07a03de,Afroman,Afroman,Hip-Hop
Talib Kweli,10,exact_text,1.0,bb3cbea2-5ad4-4917-bc84-8a1975d40315,Talib Kweli,Talib Kweli,Hip-Hop
Luis Fonsi,10,exact_text,1.0,d68fda90-ab8d-4799-be56-317ba4ae700f,Luis Fonsi,Luis Fonsi,"Hip-Hop, Pop, R&B"
Ghostface Killah Featuring Ne-Yo,10,exact_text,1.0,3b39abeb-0064-4eed-9ddd-ee47a45c54cb,Ghostface Killah,Ghostface Killah,Hip-Hop
Ferras,10,exact_text,1.0,5df19697-1078-4609-970c-bb0a0cede94d,Ferras,Ferras,"Pop, Rock"
Framing Hanley,10,exact_text,1.0,7f616512-e114-433f-86c1-4c8fe9f7fe2c,Framing Hanley,Framing Hanley,Rock
Madcon,10,exact_text,1.0,2da9b8e3-e2de-4599-aa30-bf47e35e3fc0,Madcon,Madcon,"Electronic, Hip-Hop, Pop"
Kreayshawn,10,exact_text,1.0,b87b38cc-b446-4a0c-968a-addb0e244c9d,Kreayshawn,Kreayshawn,Hip-Hop
Mindless Behavior Featuring Diggy,10,exact_text,1.0,b5ddbf00-9166-41a2-ba10-4e80b029dab6,Mindless Behavior,Mindless Behavior,"Hip-Hop, Pop, R&B"
Tucker Beathard,10,exact_text,1.0,3f0f0163-c21a-4f89-b21c-a5e42a6606e1,Tucker Beathard,Tucker Beathard,"Country, Rock"
Tyler Childers,10,exact_text,1.0,9947e874-ddd0-4e1a-b0d4-a76f6532fe45,Tyler Childers,Tyler Childers,Country
Rich Amiri,10,exact_text,1.0,8ae4189a-67e8-4466-91cb-8902f2b72ab2,Rich Amiri,Rich Amiri,"Hip-Hop, R&B"
Cynthia Erivo Featuring Ariana Grande,10,exact_text,1.0,752bebd2-b44c-41bb-8a21-bdf3cd1b5518,Cynthia Erivo,Cynthia Erivo,"Pop, R&B"
Johnnie Ray,9,exact_text,1.0,a74dcc96-ed1b-4b0c-8492-cc5345d629d8,Johnnie Ray,Johnnie Ray,"Jazz, Pop, Rock"
Tommy Sands,9,exact_text,1.0,5247e3c6-2989-46cc-800f-c4f6d39e4b1e,Tommy Sands,Tommy Sands,"Country, Pop, Rock"
Stan Kenton,9,exact_text,1.0,f19ce47e-2ceb-484c-9c4d-c04dcc7aff7e,Stan Kenton,Stan Kenton,Jazz
Boots Randolph and his Combo,9,exact_text,1.0,9ea0e8b6-62ec-417a-a348-6fbec17bf500,Boots Randolph and His Combo,Boots Randolph and His Combo,Country
Ray Barretto,9,exact_text,1.0,169153fd-ba80-401a-8ccd-2825efaf9155,Ray Barretto,Ray Barretto,Jazz
Count Basie,9,exact_text,1.0,0dbd6300-efdc-420b-857e-895e18fad317,Count Basie,Count Basie,Jazz
Norma Tanega,9,exact_text,1.0,6afd770e-8d2a-4243-b1fc-d9c22f11e428,Norma Tanega,Norma Tanega,"Country, Electronic, Jazz, Pop"
Walter Wanderley,9,exact_text,1.0,9e031ad0-8f7f-44ab-905e-6ed093eca2e3,Walter Wanderley,Walter Wanderley,"Jazz, Pop"
Jimmy Castor,9,exact_text,1.0,913b6dab-7bda-43d2-80df-254eebb5314e,Jimmy Castor,Jimmy Castor,R&B
Miguel Rios,9,exact_text,1.0,cfd5e4f3-e73d-4f8e-a315-6b99c7b1c3f7,Miguel Ríos,Miguel Ríos,"Jazz, Pop, Rock"
Emitt Rhodes,9,exact_text,1.0,87fa7ab0-2720-46c4-8926-900f4d916e66,Emitt Rhodes,Emitt Rhodes,"Pop, Rock"
Susan Raye,9,exact_text,1.0,db5a16ec-c9ca-4698-9044-c89fd46c92bf,Susan Raye,Susan Raye,Country
Valerie Simpson,9,exact_text,1.0,03f97204-818e-45e0-b3d5-1108a52789ba,Valerie Simpson,Valerie Simpson,R&B
Shawn Phillips,9,exact_text,1.0,a8e1ce2e-8b10-4bc3-b212-fa3f21a1f053,Shawn Phillips,Shawn Phillips,Country
Edgar Winter,9,exact_text,1.0,c927b0e2-072c-4dbd-aaf5-d92aa57841dc,Edgar Winter,Edgar Winter,"Jazz, Pop, R&B, Rock"
Odia Coates,9,exact_text,1.0,b0e5edbd-40e0-4d3a-b1a4-d7c7bde21b0f,Odia Coates,Odia Coates,Pop
Jonathan Cain,9,exact_text,1.0,cf933e60-92da-4140-bddb-694e7e49f61f,Jonathan Cain,Jonathan Cain,"Pop, Rock"
Dana Valery,9,exact_text,1.0,44013bba-371c-4fdd-b793-ab6c93bb7590,Dana Valery,Dana Valery,"Pop, R&B"
Louise Goffin,9,exact_text,1.0,9e255b05-925a-444c-9da9-2629a7c5894a,Louise Goffin,Louise Goffin,"Pop, Rock"
Ronnie Laws,9,exact_text,1.0,e26aa662-2255-4435-8332-85097f8aba0b,Ronnie Laws,Ronnie Laws,Jazz
O'Bryan,9,fuzzy,0.9231,077b59a9-926f-4ed2-ac88-243d9e76c3ae,O’Bryan,O’Bryan,"Jazz, Pop, R&B"
Walter Murphy,9,exact_text,1.0,c48af196-bab1-4505-9256-0922adac0fe2,Walter Murphy,Walter Murphy,"Jazz, Pop, R&B"
Nick Lowe And His Cowboy Outfit,9,exact_text,1.0,a09b39f1-5b08-4e6e-bf24-d9180e0d8182,Nick Lowe and His Cowboy Outfit,Nick Lowe and His Cowboy Outfit,"Pop, Rock"
Doug Stone,9,exact_text,1.0,0446078e-3898-4a6a-813f-3247b95d0b0a,Doug Stone,Doug Stone,Country
Da Youngsta's,9,fuzzy,0.96,0cd4b62f-f9eb-4f3c-811e-432bd40e83d6,Da Youngsta’s,Da Youngsta’s,Hip-Hop
Twinz,9,exact_text,1.0,bd9599df-e57f-42a3-9281-6e7d36779a06,Twinz,Twinz,Hip-Hop
Edwyn Collins,9,exact_text,1.0,14c0c282-e0c1-46fe-acd1-9a015ba721c5,Edwyn Collins,Edwyn Collins,"Pop, Rock"
Mindy McCready,9,exact_text,1.0,05950280-7d03-4816-aecb-438c9e4cb312,Mindy McCready,Mindy McCready,Country
Las Ketchup,9,exact_text,1.0,5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1,Las Ketchup,Las Ketchup,Pop
Killer Mike Featuring Big Boi,9,exact_text,1.0,47864525-aea7-439a-800f-17c57e51cbcc,Killer Mike,Killer Mike,"Hip-Hop, R&B"
Jane's Addiction,9,fuzzy,0.9677,e3434cc7-d348-491a-9dc8-325af3d9086d,Jane’s Addiction,Jane’s Addiction,Rock
RBD,9,exact_text,1.0,5bae9c05-fabd-420f-b806-c5b8ba88bd7e,RBD,RBD,Pop
Thriving Ivory,9,exact_text,1.0,2017e87a-60f7-46d7-b2bc-8c4ad5e14bfd,Thriving Ivory,Thriving Ivory,"Pop, Rock"
BROCKHAMPTON,9,exact_text,1.0,3ac96b4c-4f42-48c8-b793-84dbf54d7ac6,BROCKHAMPTON,BROCKHAMPTON,"Hip-Hop, R&B"
42 Dugg Featuring Future,9,exact_text,1.0,4214aa04-64b0-442a-982b-0560e6d3a5bd,42 Dugg,42 Dugg,Hip-Hop
$uicideboy$,9,exact_text,1.0,ef326b3d-61f0-4379-aca0-21237d696d63,$uicideboy$,$uicideboy$,Hip-Hop
Ty Myers,9,exact_text,1.0,4b37e8d8-af26-438b-9ec9-bd5c0d4c91d6,Ty Myers,Ty Myers,"Country, Jazz, R&B, Rock"
Gavin Adcock,9,exact_text,1.0,4a75faf4-995d-42dd-88b6-e5ff2d61e791,Gavin Adcock,Gavin Adcock,"Country, Rock"
Marty Wilde,8,exact_text,1.0,ffbd09fd-30ca-4941-8e83-968c31076891,Marty Wilde,Marty Wilde,"Pop, Rock"
Pete Seeger,8,exact_text,1.0,af18a9bc-e4ab-4068-9489-b64e8186fcf1,Pete Seeger,Pete Seeger,Country
Lucille Starr,8,exact_text,1.0,71b29def-bf79-4a06-bb1f-7210d505805c,Lucille Starr,Lucille Starr,Country
Harold Betters,8,exact_text,1.0,d5291b4c-4a60-495c-82dc-71446c3e9423,Harold Betters,Harold Betters,"Jazz, Pop, R&B"
Neal Hefti,8,exact_text,1.0,75770f14-cbe0-4b06-8825-14797098ff2a,Neal Hefti,Neal Hefti,Jazz
Erma Franklin,8,exact_text,1.0,4ba12614-fcce-462b-8784-8dd1a92fbf2b,Erma Franklin,Erma Franklin,R&B
Paul Mauriat,8,exact_text,1.0,87496c04-c857-4bd5-b86b-345129a1be63,Paul Mauriat,Paul Mauriat,"Pop, Rock"
Bert Sommer,8,exact_text,1.0,74c27726-4f07-4adc-8f6d-1f6351c967b3,Bert Sommer,Bert Sommer,"Country, Pop"
Whatnauts,8,exact_normalized,1.0,86c0f463-b054-4b10-a204-cdcc6538c7f5,The Whatnauts,The Whatnauts,R&B
Peter Skellern,8,exact_text,1.0,ac550643-5f8a-4d0d-a3e0-d5969b9b641c,Peter Skellern,Peter Skellern,Pop
Mother's Finest,8,fuzzy,0.9655,7b38a145-7137-4c61-8d04-89ade521a6fc,Mother’s Finest,Mother’s Finest,"R&B, Rock"
Graham Parker And The Rumour,8,exact_text,1.0,c4e861e5-42d5-4d9c-ac84-4862ed12f585,Graham Parker & The Rumour,Graham Parker & The Rumour,"R&B, Rock"
Gene Simmons,8,exact_text,1.0,96a1182f-e8e6-4df6-a811-82cb67d4565c,Gene Simmons,Gene Simmons,Rock
Fern Kinney,8,exact_text,1.0,b97d3b5f-f939-4559-9782-5890a9b64963,Fern Kinney,Fern Kinney,R&B
Russ Ballard,8,exact_text,1.0,f0bea941-5c7e-4253-ad43-5ba3c5a5f14d,Russ Ballard,Russ Ballard,"Pop, Rock"
Larry Carlton,8,exact_text,1.0,f1f81989-dfa9-4bd3-805e-dcf3900c43e3,Larry Carlton,Larry Carlton,"Jazz, Pop"
Twilight 22,8,exact_text,1.0,68806e7e-8952-4c29-9481-f3470da10106,Twilight 22,Twilight 22,Electronic
LaToya Jackson,8,exact_text,1.0,7a0a724b-6c98-4a7a-9991-2faf659d3f8b,LaToya Jackson,LaToya Jackson,"Electronic, Pop, R&B"
George Thorogood & The Destroyers,8,exact_text,1.0,bc01f01c-a401-40d8-9472-b377ac33af05,George Thorogood & the Destroyers,George Thorogood & the Destroyers,Rock
Marillion,8,exact_text,1.0,1932f5b6-0b7b-4050-b1df-833ca89e5f44,Marillion,Marillion,Rock
Michelle Shocked,8,exact_text,1.0,e2f41b6e-7045-44e8-86bf-deee758532e2,Michelle Shocked,Michelle Shocked,Country
Marc Almond,8,exact_text,1.0,d67e6b0a-d2c6-4e4a-ba30-7834701535a1,Marc Almond,Marc Almond,"Pop, Rock"
Adrian Belew,8,exact_text,1.0,73c3f499-60e2-44e1-81dd-7fe2191461fa,Adrian Belew,Adrian Belew,Rock
John Farnham,8,exact_text,1.0,3b81f816-bdcb-42d0-a0dd-1aa4fc4e19ec,John Farnham,John Farnham,"Pop, R&B"
Lidell Townsell & M.T.F.,8,exact_text,1.0,6cac51a9-c93d-414e-aaa7-b65f17342cfa,Lidell Townsell & M.T.F.,Lidell Townsell & M.T.F.,"Electronic, R&B"
MC Eiht,8,exact_text,1.0,103555b8-ae47-4e99-8fc3-e31bdfd7854e,MC Eiht,MC Eiht,Hip-Hop
Deep Forest,8,exact_text,1.0,67468e38-0c90-4318-b2d2-0c18b7b1e144,Deep Forest,Deep Forest,"Country, Electronic"
Edie Brickell,8,exact_text,1.0,070473e5-b214-4d6f-a7ca-bc7b84c94fca,Edie Brickell,Edie Brickell,"Country, Rock"
Jamiroquai,8,exact_text,1.0,f4857fb9-e255-4dc6-bd01-e4ca7cc68544,Jamiroquai,Jamiroquai,"Electronic, Jazz, R&B"
Sweetbox,8,exact_text,1.0,6a987199-99f9-4531-960f-16e18002bd80,sweetbox,sweetbox,"Electronic, Hip-Hop, Pop, R&B"
6LACK,8,exact_text,1.0,07832b42-8826-4ab1-acd3-c49a2f595ffe,6LACK,6LACK,"Hip-Hop, R&B"
Loud Luxury Featuring Brando,8,exact_text,1.0,4c445344-9df2-407e-9bf3-8a5c0b86777e,Loud Luxury,Loud Luxury,Electronic
Ant Saunders,8,exact_text,1.0,0443fb76-2a30-433a-b28e-606f6303f86e,Ant Saunders,Ant Saunders,"Pop, R&B"
Ivan Cornejo,8,exact_text,1.0,81a9fcc1-a954-4749-90d8-5a39001d18ad,Ivan Cornejo,Ivan Cornejo,Country
Ed Sheeran & Elton John,8,exact_text,1.0,033d1bf3-bd3a-45d5-a03e-30087023e2ff,Ed Sheeran & Elton John,Ed Sheeran & Elton John,"Country, Pop"
Libianca,8,exact_text,1.0,6f73cf76-8550-459d-935a-d9b932b4266b,Libianca,Libianca,R&B
Nicola Paone,7,exact_text,1.0,1fa8b424-118c-4256-99af-b5865c323615,Nicola Paone,Nicola Paone,Country
Marvin Rainwater,7,exact_text,1.0,7089f88e-6d18-48df-bfe1-62d23e88f404,Marvin Rainwater,Marvin Rainwater,"Country, Pop, Rock"
Rosco Gordon,7,exact_text,1.0,440981eb-1c1e-43b7-a0bc-518bc9297a0c,Rosco Gordon,Rosco Gordon,"Jazz, R&B"
The Merry-Go-Round,7,fuzzy,0.9412,2f05bc67-6acd-42b3-8b42-7ad6a6507772,The Merry‐Go‐Round,The Merry‐Go‐Round,"Pop, Rock"
Autry Inman,7,exact_text,1.0,ebf28e48-1176-456c-80ec-e96c292ea077,Autry Inman,Autry Inman,Country
Hello People,7,exact_text,1.0,74afda69-9e33-4faa-af36-f9d0a5a871d1,Hello People,Hello People,"Pop, Rock"
Robin Trower,7,exact_text,1.0,6605c2c6-f115-486c-8b1a-b786882de463,Robin Trower,Robin Trower,Rock
Carrie Lucas,7,exact_text,1.0,0ec56df8-abd0-4e07-b5de-5caff7e42746,Carrie Lucas,Carrie Lucas,"Electronic, R&B"
Pat Travers,7,exact_text,1.0,71fd1b0d-4f63-4060-95d9-afbc80ddffc2,Pat Travers,Pat Travers,Rock
Zapp,7,exact_text,1.0,e89e79d4-04c1-4bc3-9be1-a15899c93d8f,Zapp,Zapp,"Electronic, R&B"
Sherbs,7,exact_text,1.0,19d6d29f-06e9-4b56-ba3e-b361e01a9548,Sherbs,Sherbs,"Pop, R&B, Rock"
Garland Jeffreys,7,exact_text,1.0,6123044a-f551-4c68-8d28-64c40035172c,Garland Jeffreys,Garland Jeffreys,"Country, Jazz, R&B, Rock"
Aurra,7,exact_text,1.0,4ec7c9bb-9ddc-4e43-9a8c-5806e91740c1,Aurra,Aurra,"Electronic, Pop, R&B"
Grandmaster Flash,7,exact_text,1.0,7db590cd-d7e6-4b36-b4e7-e8209426b02d,Grandmaster Flash,Grandmaster Flash,"Electronic, Hip-Hop, R&B"
Judas Priest,7,exact_text,1.0,6b335658-22c8-485d-93de-0bc29a1d0349,Judas Priest,Judas Priest,Rock
David Gilmour,7,exact_text,1.0,1dce970e-34bc-48b2-ab51-48d87544a4c2,David Gilmour,David Gilmour,Rock
Jules Shear,7,exact_text,1.0,3b88a652-36b2-4158-bec5-9d6fee5ef655,Jules Shear,Jules Shear,Pop
Toni Childs,7,exact_text,1.0,dc4dd336-2299-4d7d-9514-b4f2cd8d0297,Toni Childs,Toni Childs,"Pop, Rock"
Richie Sambora,7,exact_text,1.0,3ae4a23a-80a2-408f-9079-d6571c2525ae,Richie Sambora,Richie Sambora,"Country, Rock"
Gravediggaz,7,exact_text,1.0,7010fbf2-cbfd-4625-b0ef-a7efb9285320,Gravediggaz,Gravediggaz,Hip-Hop
Rusted Root,7,exact_text,1.0,eec37ec3-79f5-4158-bed8-370ccb4aa295,Rusted Root,Rusted Root,"Country, Rock"
Funkmaster Flex Featuring DMX,7,exact_text,1.0,de9e1687-377f-4559-8133-6fe5986dd95c,Funkmaster Flex,Funkmaster Flex,Hip-Hop
Darren Hayes,7,exact_text,1.0,ec21de7d-2288-4640-a015-edecf6ac147f,Darren Hayes,Darren Hayes,"Electronic, Pop"
